code,code_system,include,term,notes
"""MedCodeId""",UNKNOWN,true,"""Term""	""OriginalReadCode""	""CleansedReadCode""	""SnomedCTConceptId""	""SnomedCTDescriptionId""	""Release""	""BMICat""",
"""2537960015""",UNKNOWN,true,"""obesity due to excess calories""	""C3800""	""C380000""	""415530009""	2537960015	NA	""Obese""",
"""21621000000119""",UNKNOWN,true,"""obesity monitoring admin.""	""9OK""	""9OK..00""	""713951000000106""	1565191000000115	NA	""Obese""",
"""26111000000114""",UNKNOWN,true,"""obesity clinic administration""	""9OK-1""	""9OK..11""	""713971000000102""	1565211000000116	NA	""Obese""",
"""270281000006113""",UNKNOWN,true,"""obesity monitor phone invite""	""9OK8""	""9OK8.00""	""185748008""	285748011	NA	""Obese""",
"""270301000006112""",UNKNOWN,true,"""obesity monitoring 1st letter""	""9OK4""	""9OK4.00""	""185744005""	285744013	NA	""Obese""",
"""270311000006110""",UNKNOWN,true,"""obesity monitoring 2nd letter""	""9OK5""	""9OK5.00""	""185745006""	285745014	NA	""Obese""",
"""270321000006119""",UNKNOWN,true,"""obesity monitoring 3rd letter""	""9OK6""	""9OK6.00""	""185746007""	285746010	NA	""Obese""",
"""270381000006115""",UNKNOWN,true,"""obesity monitoring verbal inv.""	""9OK7""	""9OK7.00""	""185747003""	285747018	NA	""Obese""",
"""1803041000000114""",UNKNOWN,true,"""obesity hypoventilation syndrome""	""C38y0-1""	""C38y011""	""190966007""	1803041000000114	NA	""Obese""",
"""1900331000006113""",UNKNOWN,true,"""obese class iii (bmi equal to or greater than 40.0)""	""22KE""	""22KE.00""	""914741000000103""	2350281000000112	NA	""Obese""",
"""2310101000000115""",UNKNOWN,true,"""obesity multidisciplinary case review""	""66CX""	""66CX.00""	""898011000000103""	2310101000000115	NA	""Obese""",
"""2350241000000116""",UNKNOWN,true,"""obese class i (body mass index 30.0 - 34.9)""	""22KC""	""22KC.00""	""914721000000105""	2350241000000116	NA	""Obese""",
"""2350261000000115""",UNKNOWN,true,"""obese class ii (body mass index 35.0 - 39.9)""	""22KD""	""22KD.00""	""914731000000107""	2350261000000115	NA	""Obese""",
"""253848011""",UNKNOWN,true,"""body mass index 30+ - obesity""	""22K5""	""22K5.00""	""162864005""	253848011	NA	""Obese""",
"""1991711000006112""",UNKNOWN,true,"""reason for influenza vaccine - bmi 40+""	""EMISNQRE596""	""""	""1991711000006108""	1991711000006112	NA	""Obese""",
"""264756014""",UNKNOWN,true,"""has seen dietician - obesity""	""66C4""	""66C4.00""	""170797005""	264756014	NA	""Obese""",
"""264757017""",UNKNOWN,true,"""treatment of obesity changed""	""66C5""	""66C5.00""	""170798000""	264757017	NA	""Obese""",
"""264768017""",UNKNOWN,true,"""reason for obesity therapy - occupational""	""66CE""	""66CE.00""	""170807005""	264768017	NA	""Obese""",
"""264753018""",UNKNOWN,true,"""follow-up obesity assessment""	""66C2""	""66C2.00""	""170795002""	264753018	NA	""Obese""",
"""293634015""",UNKNOWN,true,"""drug-induced obesity""	""C3801""	""C380100""	""190965006""	293634015	NA	""Obese""",
"""293635019""",UNKNOWN,true,"""extreme obesity with alveolar hypoventilation""	""C3802""	""C380200""	""190966007""	293635019	NA	""Obese""",
"""251604013""",UNKNOWN,true,"""h/o: obesity""	""1444""	""1444.00""	""161453001""	251604013	NA	""Obese""",
"""264752011""",UNKNOWN,true,"""initial obesity assessment""	""66C1""	""66C1.00""	""170794003""	264752011	NA	""Obese""",
"""285741017""",UNKNOWN,true,"""attends obesity monitoring""	""9OK1""	""9OK1.00""	""185741002""	285741017	NA	""Obese""",
"""356966014""",UNKNOWN,true,"""generalised obesity""	""C3805""	""C380500""	""238134004""	356966014	NA	""Obese""",
"""356968010""",UNKNOWN,true,"""morbid obesity""	""C3803""	""C380300""	""238136002""	356968010	NA	""Obese""",
"""434770018""",UNKNOWN,true,"""lifelong obesity""	""C3807""	""C380700""	""294493008""	434770018	NA	""Obese""",
"""370698013""",UNKNOWN,true,"""central obesity""	""C3804""	""C380400""	""248311001""	370698013	NA	""Obese""",
"""436946011""",UNKNOWN,true,"""adult-onset obesity""	""C3806""	""C380600""	""296526005""	436946011	NA	""Obese""",
"""2535065012""",UNKNOWN,true,"""obesity""	""C380""	""C380.00""	""414916001""	2535065012	NA	""Obese""",
"""907161000006115""",UNKNOWN,true,"""[rfc] obesity""	""HNG0212""	""""	""907161000006104""	907161000006115	NA	""Obese""",
"""1572931000006113""",UNKNOWN,true,"""refuses obesity monitoring""	""EMISNQRE67""	""""	""1572931000006109""	1572931000006113	NA	""Obese""",
"""1749491000006112""",UNKNOWN,true,"""adult-onset obesity""	""EMISNQAD28""	""""	""1749491000006108""	1749491000006112	NA	""Obese""",
"""1749501000006116""",UNKNOWN,true,"""lifelong obesity""	""EMISNQLI32""	""""	""1749501000006100""	1749501000006116	NA	""Obese""",
"""2303211000000117""",UNKNOWN,true,"""referral to multidisciplinary obesity clinic""	""8T11""	""8T11.00""	""894961000000105""	2303211000000117	NA	""Obese""",
"""2350501000000116""",UNKNOWN,true,"""anti-obesity drug therapy commenced""	""8CV7""	""8CV7.00""	""914801000000107""	2350501000000116	NA	""Obese""",
"""2350541000000118""",UNKNOWN,true,"""anti-obesity drug therapy discontinued""	""8CT5""	""8CT5.00""	""914821000000103""	2350541000000118	NA	""Obese""",
"""2310101000000115""",UNKNOWN,true,"""obesity multidisciplinary case review""	""66CX""	""66CX.00""	""898011000000103""	2310101000000115	NA	""Obese""",
"""74689019""",UNKNOWN,true,"""maternal obesity syndrome""	""L161-2""	""L161.12""	""44772007""	494017018	NA	""None""",
"""2423851000000119""",UNKNOWN,true,"""telehealth obesity monitoring""	""66Ce""	""66Ce.00""	""715279006""	3302073018	NA	""Obese""",
"""293802014""",UNKNOWN,true,"""[x]obesity and other hyperalimentation""	""Cyu7""	""Cyu7.00""	""414916001""	2535065012	NA	""Obese""",
"""293803016""",UNKNOWN,true,"""[x]other obesity""	""Cyu70""	""Cyu7000""	""414916001""	2535065012	NA	""Obese""",
"""451432013""",UNKNOWN,true,"""simple obesity nos""	""C38z0""	""C38z000""	""415530009""	2535221011	NA	""Obese""",
"""285742012""",UNKNOWN,true,"""refuses obesity monitoring""	""9OK2""	""9OK2.00""	""763085007""	3637819012	NA	""Obese""",
"""1227771010""",UNKNOWN,true,"""[v]dietary counselling in obesity""	""ZV653-9""	""ZV65319""	""424753004""	2645393015	NA	""Obese""",
"""293650011""",UNKNOWN,true,"""obesity and other hyperalimentation nos""	""C38z""	""C38z.00""	""302872003""	444857015	NA	""Obese""",
"""293631011""",UNKNOWN,true,"""obesity and other hyperalimentation""	""C38""	""C38..00""	""302872003""	444857015	NA	""Obese""",
"""264758010""",UNKNOWN,true,"""treatment of obesity started""	""66C6""	""66C6.00""	""170799008""	264758010	NA	""Obese""",
"""881831000006116""",UNKNOWN,true,"""hyperalimentation incl.obesity""	""C38-99""	""C38..99""	""640791000000105""	881831000006116	NA	""Obese""",
"""1753291000006113""",UNKNOWN,true,"""risk to health associated with overweight and obesity, at high risk""	""66CN""	""66CN.00""	""755921000000105""	1663311000000118	NA	""Obese""",
"""1753281000006110""",UNKNOWN,true,"""risk to health associated with overweight and obesity, at increased risk""	""66CM""	""66CM.00""	""755901000000101""	1663271000000118	NA	""Obese""",
"""1753301000006114""",UNKNOWN,true,"""risk to health associated with overweight and obesity, at very high risk""	""66CP""	""66CP.00""	""755941000000103""	1663351000000119	NA	""Obese""",
"""1753341000006111""",UNKNOWN,true,"""intervention for risk to health associated with overweight and obesity, advice about diet and physical activity, consider drugs, consider surgery""	""66CT""	""66CT.00""	""756061000000106""	1663601000000111	NA	""Obese""",
"""2010161000006112""",UNKNOWN,true,"""weight reduction drug therapy - orlistat""	""EMISNQWE48""	""""	""2010161000006108""	2010161000006112	NA	""Overweight""",
"""298511000000116""",UNKNOWN,true,"""obesity resolved""	""212Q""	""212Q.00""	""198181000000102""	298511000000116	NA	""Obese""",
"""2369981000000115""",UNKNOWN,true,"""target weight to achieve five percent weight loss""	""66CF3""	""66CF300""	""923881000000105""	2369981000000115	NA	""None""",
"""264759019""",UNKNOWN,true,"""treatment of obesity stopped""	""66C7""	""66C7.00""	""170800007""	264759019	NA	""Obese""",
"""285749015""",UNKNOWN,true,"""obesity monitoring deleted""	""9OK9""	""9OK9.00""	""185749000""	285749015	NA	""Obese""",
"""459695017""",UNKNOWN,true,"""diabetic weight reducing diet""	""13AC""	""13AC.00""	""315208005""	459695017	NA	""Overweight""",
"""558771000000115""",UNKNOWN,true,"""weight gain diet""	""8B5B""	""8B5B.00""	""703977005""	3011181010	NA	""None""",
"""1551651000000111""",UNKNOWN,true,"""body mass index centile""	""22K9""	""22K9.00""	""446974000""	2882934011	NA	""None""",
"""252191014""",UNKNOWN,true,"""weight increasing""	""1622""	""1622.00""	""161831008""	252191014	NA	""None""",
"""252192019""",UNKNOWN,true,"""weight decreasing""	""1623""	""1623.00""	""161832001""	252192019	NA	""None""",
"""252194018""",UNKNOWN,true,"""abnormal weight gain""	""1624""	""1624.00""	""161833006""	252194018	NA	""None""",
"""252198015""",UNKNOWN,true,"""weight symptom nos""	""162Z""	""162Z.00""	""161829004""	252187016	NA	""None""",
"""253677014""",UNKNOWN,true,"""body weight""	""22A""	""22A..00""	""27113001""	45352010	NA	""None""",
"""253680010""",UNKNOWN,true,"""o/e - weight within 10% ideal""	""22A3""	""22A3.00""	""162766004""	253680010	NA	""None""",
"""253688015""",UNKNOWN,true,"""o/e - weight nos""	""22AZ""	""22AZ.00""	""27113001""	45352010	NA	""None""",
"""253866018""",UNKNOWN,true,"""height and weight""	""22Z""	""22Z..00""	""162879003""	253866018	NA	""None""",
"""264764015""",UNKNOWN,true,"""ideal weight discussed""	""66CA""	""66CA.00""	""170803009""	264764015	NA	""None""",
"""264766018""",UNKNOWN,true,"""wants to lose weight""	""66CC""	""66CC.00""	""170805002""	264766018	NA	""None""",
"""264767010""",UNKNOWN,true,"""difficulty maintaining weight loss""	""66CD""	""66CD.00""	""170806001""	264767010	NA	""None""",
"""292971010""",UNKNOWN,true,"""mild protein-calorie malnutrition (weight for age 75-89% of standard)""	""C233""	""C233.00""	""190603003""	292967012	NA	""Underweight""",
"""305936016""",UNKNOWN,true,"""oedema or excessive weight gain in pregnancy nos""	""L161z""	""L161z00""	""44772007""	74689019	NA	""None""",
"""317236017""",UNKNOWN,true,"""[d]abnormal weight gain""	""R031""	""R031.00""	""161833006""	252194018	NA	""None""",
"""317237014""",UNKNOWN,true,"""[d]abnormal loss of weight""	""R032""	""R032.00""	""267024001""	397867018	NA	""None""",
"""317244017""",UNKNOWN,true,"""failure to gain weight""	""R0341""	""R034100""	""36440009""	60809012	NA	""None""",
"""347004010""",UNKNOWN,true,"""weight fixation""	""E202z-1""	""E202z11""	""231521002""	347004010	NA	""None""",
"""370745017""",UNKNOWN,true,"""percentage weight gain""	""ESCTPE4""	""""	""248348005""	370745017	NA	""None""",
"""370746016""",UNKNOWN,true,"""percentage weight loss""	""22A9""	""22A9.00""	""248349002""	370746016	NA	""None""",
"""370758016""",UNKNOWN,true,"""total body fat""	""22Y4""	""22Y4.00""	""248361005""	370758016	NA	""None""",
"""397867018""",UNKNOWN,true,"""abnormal weight loss""	""1625""	""1625.00""	""267024001""	397867018	NA	""None""",
"""406169014""",UNKNOWN,true,"""weight steady""	""1621""	""1621.00""	""271398006""	406169014	NA	""None""",
"""411892019""",UNKNOWN,true,"""weight loss advised""	""66C9-1""	""66C9.11""	""275919002""	411892019	NA	""Overweight""",
"""451201014""",UNKNOWN,true,"""weight monitoring""	""66C-1""	""66C..11""	""307818003""	451201014	NA	""None""",
"""461278017""",UNKNOWN,true,"""[v]screening for obesity""	""ZV778""	""ZV77800""	""268551005""	401568010	NA	""None""",
"""494017018""",UNKNOWN,true,"""excessive weight gain in pregnancy""	""L16D""	""L16D.00""	""44772007""	494017018	NA	""None""",
"""1780175010""",UNKNOWN,true,"""baseline weight""	""22A7""	""22A7.00""	""400967004""	1780175010	NA	""None""",
"""1780210016""",UNKNOWN,true,"""weight loss from baseline weight""	""22A8""	""22A8.00""	""401003006""	1780210016	NA	""None""",
"""2154209017""",UNKNOWN,true,"""refer to weight management programme""	""8HHH""	""8HHH.00""	""408289007""	2154209017	NA	""None""",
"""2536041016""",UNKNOWN,true,"""weight static""	""1621-1""	""1621.11""	""271398006""	2536041016	NA	""None""",
"""2537812017""",UNKNOWN,true,"""adiposity""	""C38z1""	""C38z100""	""414916001""	2537812017	NA	""Overweight""",
"""2549043017""",UNKNOWN,true,"""intentional weight loss""	""1626""	""1626.00""	""416528001""	2549043017	NA	""None""",
"""3514400010""",UNKNOWN,true,"""current body weight""	""^ESCT1165415""	""""	""735395000""	3514400010	NA	""None""",
"""59261000006118""",UNKNOWN,true,"""wr - weight reducing diet""	""13A3""	""13A3.00""	""359649009""	1228322017	NA	""Overweight""",
"""59271000006113""",UNKNOWN,true,"""weight reducing diet""	""8B57""	""8B57.00""	""359649009""	1228322017	NA	""Overweight""",
"""59281000006111""",UNKNOWN,true,"""weight screening""	""6878-1""	""6878.11""	""804271000000109""	1798011000000116	NA	""None""",
"""59311000006113""",UNKNOWN,true,"""weight symptom""	""162""	""162..00""	""161829004""	252187016	NA	""None""",
"""125571000006118""",UNKNOWN,true,"""static weight gain pregnancy""	""62O-2""	""62O..12""	""249053001""	371654017	NA	""None""",
"""200241000006114""",UNKNOWN,true,"""patient advised about weight-reducing diet""	""8CA40""	""8CA4000""	""266724001""	397175014	NA	""Overweight""",
"""220811000000110""",UNKNOWN,true,"""maternal obesity syndrome""	""L161""	""L161.00""	""44772007""	74689019	NA	""None""",
"""266981000006111""",UNKNOWN,true,"""oedema or excessive weight gain in pregnancy - not delivered""	""L1613""	""L161300""	""44772007""	74689019	NA	""None""",
"""267001000006118""",UNKNOWN,true,"""oedema or excessive weight gain in pregnancy, delivered""	""L1611""	""L161100""	""44772007""	74689019	NA	""None""",
"""267011000006115""",UNKNOWN,true,"""oedema or excessive weight gain in pregnancy, unspecified""	""L1610""	""L161000""	""44772007""	74689019	NA	""None""",
"""267021000006111""",UNKNOWN,true,"""oedema/excess weight gain preg - delivered + postnatal compl""	""L1612""	""L161200""	""44772007""	74689019	NA	""None""",
"""267031000006114""",UNKNOWN,true,"""oedema/excessive weight gain in preg+postnatal complication""	""L1614""	""L161400""	""44772007""	74689019	NA	""None""",
"""270391000006117""",UNKNOWN,true,"""obesity screening""	""6878""	""6878.00""	""268551005""	401568010	NA	""None""",
"""297811000000117""",UNKNOWN,true,"""weight management programme offered""	""66CG""	""66CG.00""	""819361000000109""	2134401000000115	NA	""None""",
"""297841000000116""",UNKNOWN,true,"""weight management plan started""	""66CH""	""66CH.00""	""819321000000101""	2134321000000116	NA	""None""",
"""297861000000115""",UNKNOWN,true,"""weight management plan completed""	""66CJ""	""66CJ.00""	""819311000000107""	2134301000000113	NA	""None""",
"""299281000000119""",UNKNOWN,true,"""complaining of weight loss""	""1D1A""	""1D1A.00""	""198511000000103""	299281000000119	NA	""None""",
"""406131000000117""",UNKNOWN,true,"""did not attend weight monitoring clinic""	""9N4v""	""9N4v.00""	""248051000000100""	406131000000117	NA	""None""",
"""437661000006118""",UNKNOWN,true,"""abnormal weight loss - symptom""	""1625-1""	""1625.11""	""267024001""	397867018	NA	""None""",
"""567001000000116""",UNKNOWN,true,"""counterweight programme""	""6B4-1""	""6B4..11""	""313251000000103""	567001000000116	NA	""Overweight""",
"""628891000000118""",UNKNOWN,true,"""counterweight weight management programme""	""6B4""	""6B4..00""	""313251000000103""	2156371000000111	NA	""Overweight""",
"""650891000006111""",UNKNOWN,true,"""excessive weight gain in pregnancy""	""L161-1""	""L161.11""	""44772007""	494017018	NA	""None""",
"""700101000006111""",UNKNOWN,true,"""moderate protein-calorie malnutrition (weight for age 60-74% of standard)""	""C230""	""C230.00""	""190602008""	292966015	NA	""Underweight""",
"""734181000006116""",UNKNOWN,true,"""low maternal weight gain""	""L2B""	""L2B..00""	""28701003""	48057011	NA	""None""",
"""737721000006113""",UNKNOWN,true,"""localised obesity""	""C381""	""C381.00""	""270486005""	405105012	NA	""Obese""",
"""787121000006116""",UNKNOWN,true,"""ideal body weight""	""66CB""	""66CB.00""	""170804003""	264765019	NA	""None""",
"""839191000006115""",UNKNOWN,true,"""weight control education""	""67I9""	""67I9.00""	""410200000""	2471922016	NA	""None""",
"""854281000006111""",UNKNOWN,true,"""ideal weight""	""EGTON350""	""""	""854281000006107""	854281000006111	NA	""None""",
"""854681000006113""",UNKNOWN,true,"""weight reducing diet advised""	""EGTON421""	""""	""854681000006109""	854681000006113	NA	""Overweight""",
"""857681000006117""",UNKNOWN,true,"""weight reduction clinic""	""EGTONWE3""	""""	""857681000006101""	857681000006117	NA	""Overweight""",
"""903061000006114""",UNKNOWN,true,"""weight loss""	""1623-99""	""1623.99""	""161832001""	903061000006114	NA	""None""",
"""923851000006110""",UNKNOWN,true,"""o/e - weight""	""PCNQOE3""	""""	""923851000006106""	923851000006110	NA	""None""",
"""923871000006117""",UNKNOWN,true,"""ideal weight""	""PCNQID1""	""""	""923871000006101""	923871000006117	NA	""None""",
"""957731000006119""",UNKNOWN,true,"""height weight & bp""	""TRISHE1""	""""	""957731000006103""	957731000006119	NA	""None""",
"""960561000006110""",UNKNOWN,true,"""unexplained/progressive weight loss""	""EMISCUN9""	""""	""960561000006106""	960561000006110	NA	""None""",
"""977951000006110""",UNKNOWN,true,"""health education - weight management""	""679P""	""679P.00""	""410200000""	2471922016	NA	""None""",
"""1059081000000114""",UNKNOWN,true,"""body weight measurement declined""	""8IAH""	""8IAH.00""	""736013005""	3516041013	NA	""None""",
"""1124961000000110""",UNKNOWN,true,"""referral to weight management service declined""	""8IAM""	""8IAM.00""	""506171000000109""	1124961000000110	NA	""None""",
"""1566361000006112""",UNKNOWN,true,"""attempted to lose weight in the past""	""EMISNQAT4""	""""	""1566361000006108""	1566361000006112	NA	""None""",
"""1566371000006117""",UNKNOWN,true,"""successfully lost weight in the past""	""EMISNQSU6""	""""	""1566371000006101""	1566371000006117	NA	""None""",
"""1662431000000112""",UNKNOWN,true,"""advice given about weight management""	""8Cd7""	""8Cd7.00""	""698471002""	2974543017	NA	""None""",
"""1662471000000114""",UNKNOWN,true,"""weight management advice declined""	""8IAu""	""8IAu.00""	""698483000""	2974495010	NA	""None""",
"""1708211000006118""",UNKNOWN,true,"""percentage weight loss""	""EMISNQPE14""	""""	""1708211000006102""	1708211000006118	NA	""None""",
"""1709681000000111""",UNKNOWN,true,"""referral to weight management service offered""	""9NS03""	""9NS0300""	""767661000000105""	1709681000000111	NA	""None""",
"""1714571000000114""",UNKNOWN,true,"""reason for initial weight gain""	""66CV""	""66CV.00""	""768261000000107""	1714571000000114	NA	""None""",
"""1715211000000118""",UNKNOWN,true,"""unintentional weight loss""	""1627""	""1627.00""	""448765001""	2899697019	NA	""None""",
"""1721501000000113""",UNKNOWN,true,"""referral to local authority weight management programme""	""8HHH0""	""8HHH000""	""771491000000104""	1721501000000113	NA	""None""",
"""1728141000006115""",UNKNOWN,true,"""bmi centile""	""EMISNQBM1""	""""	""1728141000006104""	1728141000006115	NA	""None""",
"""1735631000000119""",UNKNOWN,true,"""discussion about weight management programme""	""8CP5""	""8CP5.00""	""776931000000102""	1735631000000119	NA	""None""",
"""1737991000000117""",UNKNOWN,true,"""pattern of weight gain""	""1628""	""1628.00""	""449361003""	2901932013	NA	""None""",
"""1738991000000118""",UNKNOWN,true,"""expectation of weight management programme""	""9c010""	""9c01000""	""736797002""	3524934019	NA	""None""",
"""1739561000000111""",UNKNOWN,true,"""h/o attempted weight loss""	""14f""	""14f..00""	""473390005""	2242201000000112	NA	""None""",
"""1747301000000110""",UNKNOWN,true,"""unsuitable for weight management programme""	""66CW""	""66CW.00""	""781511000000104""	1747301000000110	NA	""None""",
"""1749511000006118""",UNKNOWN,true,"""pattern of weight gain""	""EMISNQPA111""	""""	""1749511000006102""	1749511000006118	NA	""None""",
"""1750501000006114""",UNKNOWN,true,"""checking weight monitoring""	""EMISNQCH68""	""""	""1750501000006105""	1750501000006114	NA	""None""",
"""1750991000000117""",UNKNOWN,true,"""weight management service opportunity signposted""	""8CdC""	""8CdC.00""	""783041000000106""	1750991000000117	NA	""None""",
"""1757781000006113""",UNKNOWN,true,"""reason for initial weight gain""	""EMISNQRE137""	""""	""1757781000006109""	1757781000006113	NA	""None""",
"""1764811000006112""",UNKNOWN,true,"""history of attempted weight loss""	""14f-1""	""14f..11""	""473390005""	2956471012	NA	""None""",
"""1770141000006119""",UNKNOWN,true,"""did not attend weight management special interest general practitioner clinic""	""9NiX""	""9NiX.00""	""761241000000103""	1686451000000118	NA	""None""",
"""1773481000006111""",UNKNOWN,true,"""mosaic trial - weight advice""	""EMISNQMO70""	""""	""1773481000006107""	1773481000006111	NA	""None""",
"""1773731000006116""",UNKNOWN,true,"""weight advice - verbal [mosaic trial]""	""EMISNQMO71""	""""	""1773731000006100""	1773731000006116	NA	""None""",
"""1773741000006114""",UNKNOWN,true,"""weight advice - verbal & written [mosaic trial]""	""EMISNQMO72""	""""	""1773741000006105""	1773741000006114	NA	""None""",
"""1773751000006111""",UNKNOWN,true,"""weight advice - not this time [mosaic trial]""	""EMISNQMO73""	""""	""1773751000006107""	1773751000006111	NA	""None""",
